*** Teste de carga com 300 clientes (07/09/2010 23:45:52) ***
*** Nome do servidor testado: MONOSERVER  ***
*** Tipo do servidor testado: MONOTHREAD  ***
*** Serviço testado: SLOW  ***
Cliente 66: Turnaround Time = 1083 milisegundos.
Cliente 64: Turnaround Time = 1080 milisegundos.
Cliente 45: Turnaround Time = 1145 milisegundos.
Cliente 41: Turnaround Time = 1116 milisegundos.
Cliente 43: Turnaround Time = 1134 milisegundos.
Cliente 33: Turnaround Time = 1072 milisegundos.
Cliente 29: Turnaround Time = 1051 milisegundos.
Cliente 39: Turnaround Time = 1116 milisegundos.
Cliente 70: Turnaround Time = 1140 milisegundos.
Cliente 72: Turnaround Time = 1155 milisegundos.
Cliente 35: Turnaround Time = 1116 milisegundos.
Cliente 56: Turnaround Time = 1044 milisegundos.
Cliente 25: Turnaround Time = 1047 milisegundos.
Cliente 23: Turnaround Time = 1051 milisegundos.
Cliente 37: Turnaround Time = 1117 milisegundos.
Cliente 62: Turnaround Time = 1094 milisegundos.
Cliente 60: Turnaround Time = 1082 milisegundos.
Cliente 50: Turnaround Time = 1059 milisegundos.
Cliente 11: Turnaround Time = 1060 milisegundos.
Cliente 15: Turnaround Time = 1063 milisegundos.
Cliente 19: Turnaround Time = 1073 milisegundos.
Cliente 21: Turnaround Time = 1079 milisegundos.
Cliente 3: Turnaround Time = 1052 milisegundos.
Cliente 7: Turnaround Time = 1058 milisegundos.
Cliente 6: Turnaround Time = 1079 milisegundos.
Cliente 58: Turnaround Time = 1116 milisegundos.
Cliente 9: Turnaround Time = 1089 milisegundos.
Cliente 14: Turnaround Time = 1100 milisegundos.
Cliente 27: Turnaround Time = 1119 milisegundos.
Cliente 20: Turnaround Time = 1104 milisegundos.
Cliente 52: Turnaround Time = 1114 milisegundos.
Cliente 54: Turnaround Time = 1118 milisegundos.
Throughput Time: 0.9268333923041516 requisicoes/segundo.
*** Teste de carga com 300 clientes (07/09/2010 23:55:40) ***
*** Nome do servidor testado: MULTISERVER(THREADPOOL)  ***
*** Tipo do servidor testado: MULTITHREAD  ***
*** Serviço testado: SLOW  ***
Cliente 286: Turnaround Time = 1092 milisegundos.
Cliente 288: Turnaround Time = 1094 milisegundos.
Cliente 290: Turnaround Time = 1094 milisegundos.
Cliente 292: Turnaround Time = 1090 milisegundos.
Cliente 294: Turnaround Time = 1109 milisegundos.
Cliente 296: Turnaround Time = 1108 milisegundos.
Cliente 298: Turnaround Time = 1108 milisegundos.
Cliente 300: Turnaround Time = 1107 milisegundos.
Cliente 6: Turnaround Time = 1104 milisegundos.
Cliente 266: Turnaround Time = 1104 milisegundos.
Cliente 262: Turnaround Time = 1103 milisegundos.
Cliente 258: Turnaround Time = 1102 milisegundos.
Cliente 254: Turnaround Time = 1101 milisegundos.
Cliente 250: Turnaround Time = 1096 milisegundos.
Cliente 246: Turnaround Time = 1094 milisegundos.
Cliente 238: Turnaround Time = 1088 milisegundos.
Cliente 242: Turnaround Time = 1094 milisegundos.
Cliente 234: Turnaround Time = 1095 milisegundos.
Cliente 217: Turnaround Time = 1173 milisegundos.
Cliente 284: Turnaround Time = 1174 milisegundos.
Cliente 282: Turnaround Time = 1171 milisegundos.
Cliente 280: Turnaround Time = 1166 milisegundos.
Cliente 278: Turnaround Time = 1164 milisegundos.
Cliente 276: Turnaround Time = 1161 milisegundos.
Cliente 274: Turnaround Time = 1158 milisegundos.
Cliente 272: Turnaround Time = 1157 milisegundos.
Cliente 270: Turnaround Time = 1153 milisegundos.
Cliente 268: Turnaround Time = 1150 milisegundos.
Cliente 252: Turnaround Time = 1136 milisegundos.
Cliente 256: Turnaround Time = 1144 milisegundos.
Cliente 260: Turnaround Time = 1149 milisegundos.
Cliente 264: Turnaround Time = 1153 milisegundos.
Cliente 202: Turnaround Time = 1077 milisegundos.
Cliente 232: Turnaround Time = 1127 milisegundos.
Cliente 283: Turnaround Time = 1096 milisegundos.
Cliente 265: Turnaround Time = 1081 milisegundos.
Cliente 259: Turnaround Time = 1078 milisegundos.
Cliente 206: Turnaround Time = 1093 milisegundos.
Cliente 236: Turnaround Time = 1140 milisegundos.
Cliente 214: Turnaround Time = 1124 milisegundos.
Cliente 248: Turnaround Time = 1158 milisegundos.
Cliente 297: Turnaround Time = 1150 milisegundos.
Cliente 216: Turnaround Time = 1135 milisegundos.
Cliente 285: Turnaround Time = 1134 milisegundos.
Cliente 194: Turnaround Time = 1134 milisegundos.
Cliente 249: Turnaround Time = 1136 milisegundos.
Cliente 188: Turnaround Time = 1138 milisegundos.
Cliente 241: Turnaround Time = 1139 milisegundos.
Cliente 245: Turnaround Time = 1139 milisegundos.
Cliente 239: Turnaround Time = 1140 milisegundos.
Cliente 237: Turnaround Time = 1139 milisegundos.
Cliente 229: Turnaround Time = 1137 milisegundos.
Cliente 178: Turnaround Time = 1140 milisegundos.
Cliente 235: Turnaround Time = 1161 milisegundos.
Cliente 227: Turnaround Time = 1156 milisegundos.
Cliente 225: Turnaround Time = 1155 milisegundos.
Cliente 221: Turnaround Time = 1164 milisegundos.
Cliente 170: Turnaround Time = 1168 milisegundos.
Cliente 172: Turnaround Time = 1173 milisegundos.
Cliente 218: Turnaround Time = 1114 milisegundos.
Cliente 9: Turnaround Time = 1119 milisegundos.
Cliente 15: Turnaround Time = 1116 milisegundos.
Cliente 19: Turnaround Time = 1113 milisegundos.
Cliente 23: Turnaround Time = 1110 milisegundos.
Cliente 192: Turnaround Time = 1276 milisegundos.
Cliente 251: Turnaround Time = 1279 milisegundos.
Cliente 253: Turnaround Time = 1281 milisegundos.
Cliente 184: Turnaround Time = 1273 milisegundos.
Cliente 186: Turnaround Time = 1276 milisegundos.
Cliente 243: Turnaround Time = 1278 milisegundos.
Cliente 247: Turnaround Time = 1284 milisegundos.
Cliente 231: Turnaround Time = 1273 milisegundos.
Cliente 233: Turnaround Time = 1277 milisegundos.
Cliente 180: Turnaround Time = 1281 milisegundos.
Cliente 182: Turnaround Time = 1284 milisegundos.
Cliente 223: Turnaround Time = 1274 milisegundos.
Cliente 261: Turnaround Time = 1310 milisegundos.
Cliente 196: Turnaround Time = 1307 milisegundos.
Cliente 263: Turnaround Time = 1314 milisegundos.
Cliente 267: Turnaround Time = 1319 milisegundos.
Cliente 269: Turnaround Time = 1322 milisegundos.
Cliente 271: Turnaround Time = 1326 milisegundos.
Cliente 273: Turnaround Time = 1329 milisegundos.
Cliente 277: Turnaround Time = 1335 milisegundos.
Cliente 210: Turnaround Time = 1339 milisegundos.
Cliente 281: Turnaround Time = 1341 milisegundos.
Cliente 198: Turnaround Time = 1323 milisegundos.
Cliente 219: Turnaround Time = 1298 milisegundos.
Cliente 174: Turnaround Time = 1302 milisegundos.
Cliente 176: Turnaround Time = 1305 milisegundos.
Cliente 168: Turnaround Time = 1301 milisegundos.
Cliente 3: Turnaround Time = 1261 milisegundos.
Cliente 21: Turnaround Time = 1246 milisegundos.
Cliente 7: Turnaround Time = 1263 milisegundos.
Cliente 17: Turnaround Time = 1253 milisegundos.
Cliente 25: Turnaround Time = 1247 milisegundos.
Cliente 13: Turnaround Time = 1261 milisegundos.
Cliente 11: Turnaround Time = 1267 milisegundos.
Cliente 39: Turnaround Time = 1249 milisegundos.
Cliente 35: Turnaround Time = 1256 milisegundos.
Cliente 31: Turnaround Time = 1261 milisegundos.
Cliente 27: Turnaround Time = 1267 milisegundos.
Cliente 55: Turnaround Time = 1239 milisegundos.
Cliente 51: Turnaround Time = 1245 milisegundos.
Cliente 47: Turnaround Time = 1250 milisegundos.
Cliente 43: Turnaround Time = 1257 milisegundos.
Cliente 71: Turnaround Time = 1229 milisegundos.
Cliente 67: Turnaround Time = 1234 milisegundos.
Cliente 63: Turnaround Time = 1239 milisegundos.
Cliente 37: Turnaround Time = 1270 milisegundos.
Cliente 33: Turnaround Time = 1276 milisegundos.
Cliente 29: Turnaround Time = 1282 milisegundos.
Cliente 61: Turnaround Time = 1251 milisegundos.
Cliente 57: Turnaround Time = 1258 milisegundos.
Cliente 59: Turnaround Time = 1258 milisegundos.
Cliente 83: Turnaround Time = 1233 milisegundos.
Cliente 53: Turnaround Time = 1267 milisegundos.
Cliente 49: Turnaround Time = 1273 milisegundos.
Cliente 79: Turnaround Time = 1245 milisegundos.
Cliente 75: Turnaround Time = 1251 milisegundos.
Cliente 91: Turnaround Time = 1235 milisegundos.
Cliente 87: Turnaround Time = 1238 milisegundos.
Cliente 45: Turnaround Time = 1287 milisegundos.
Cliente 41: Turnaround Time = 1293 milisegundos.
Cliente 89: Turnaround Time = 1247 milisegundos.
Cliente 85: Turnaround Time = 1254 milisegundos.
Cliente 81: Turnaround Time = 1262 milisegundos.
Cliente 77: Turnaround Time = 1268 milisegundos.
Cliente 73: Turnaround Time = 1274 milisegundos.
Cliente 69: Turnaround Time = 1281 milisegundos.
Cliente 65: Turnaround Time = 1297 milisegundos.
Cliente 121: Turnaround Time = 1243 milisegundos.
Cliente 109: Turnaround Time = 1255 milisegundos.
Cliente 113: Turnaround Time = 1252 milisegundos.
Cliente 93: Turnaround Time = 1278 milisegundos.
Cliente 105: Turnaround Time = 1259 milisegundos.
Cliente 117: Turnaround Time = 1248 milisegundos.
Cliente 97: Turnaround Time = 1276 milisegundos.
Cliente 101: Turnaround Time = 1266 milisegundos.
Cliente 125: Turnaround Time = 1251 milisegundos.
Cliente 40: Turnaround Time = 1153 milisegundos.
Cliente 44: Turnaround Time = 1150 milisegundos.
Cliente 48: Turnaround Time = 1149 milisegundos.
Cliente 52: Turnaround Time = 1146 milisegundos.
Cliente 60: Turnaround Time = 1140 milisegundos.
Cliente 64: Turnaround Time = 1136 milisegundos.
Cliente 56: Turnaround Time = 1143 milisegundos.
Cliente 166: Turnaround Time = 1001 milisegundos.
Cliente 95: Turnaround Time = 1308 milisegundos.
Cliente 99: Turnaround Time = 1306 milisegundos.
Cliente 103: Turnaround Time = 1298 milisegundos.
Cliente 68: Turnaround Time = 1152 milisegundos.
Cliente 111: Turnaround Time = 1294 milisegundos.
Cliente 107: Turnaround Time = 1301 milisegundos.
Cliente 115: Turnaround Time = 1295 milisegundos.
Cliente 119: Turnaround Time = 1291 milisegundos.
Cliente 88: Turnaround Time = 1152 milisegundos.
Cliente 76: Turnaround Time = 1163 milisegundos.
Cliente 72: Turnaround Time = 1169 milisegundos.
Cliente 84: Turnaround Time = 1159 milisegundos.
Cliente 80: Turnaround Time = 1163 milisegundos.
Cliente 96: Turnaround Time = 1110 milisegundos.
Cliente 92: Turnaround Time = 1116 milisegundos.
Cliente 142: Turnaround Time = 1088 milisegundos.
Cliente 102: Turnaround Time = 1138 milisegundos.
Cliente 146: Turnaround Time = 1087 milisegundos.
Cliente 150: Turnaround Time = 1084 milisegundos.
Cliente 144: Turnaround Time = 1092 milisegundos.
Cliente 148: Turnaround Time = 1089 milisegundos.
Cliente 152: Turnaround Time = 1086 milisegundos.
Cliente 154: Turnaround Time = 1085 milisegundos.
Cliente 156: Turnaround Time = 1084 milisegundos.
Cliente 160: Turnaround Time = 1080 milisegundos.
Cliente 164: Turnaround Time = 1075 milisegundos.
Cliente 108: Turnaround Time = 1143 milisegundos.
Cliente 112: Turnaround Time = 1140 milisegundos.
Cliente 120: Turnaround Time = 1133 milisegundos.
Cliente 124: Turnaround Time = 1129 milisegundos.
Cliente 104: Turnaround Time = 1151 milisegundos.
Cliente 132: Turnaround Time = 1119 milisegundos.
Cliente 140: Turnaround Time = 1111 milisegundos.
Cliente 158: Turnaround Time = 1093 milisegundos.
Cliente 162: Turnaround Time = 1088 milisegundos.
Cliente 118: Turnaround Time = 1142 milisegundos.
Cliente 122: Turnaround Time = 1139 milisegundos.
Cliente 126: Turnaround Time = 1135 milisegundos.
Cliente 130: Turnaround Time = 1132 milisegundos.
Cliente 134: Turnaround Time = 1127 milisegundos.
Cliente 138: Turnaround Time = 1123 milisegundos.
Cliente 90: Turnaround Time = 1214 milisegundos.
Cliente 94: Turnaround Time = 1179 milisegundos.
Cliente 98: Turnaround Time = 1175 milisegundos.
Cliente 100: Turnaround Time = 1171 milisegundos.
Cliente 110: Turnaround Time = 1163 milisegundos.
Cliente 106: Turnaround Time = 1168 milisegundos.
Cliente 114: Turnaround Time = 1162 milisegundos.
Cliente 86: Turnaround Time = 1231 milisegundos.
Cliente 82: Turnaround Time = 1237 milisegundos.
Cliente 78: Turnaround Time = 1240 milisegundos.
Cliente 74: Turnaround Time = 1246 milisegundos.
Cliente 70: Turnaround Time = 1249 milisegundos.
Cliente 42: Turnaround Time = 1278 milisegundos.
Cliente 66: Turnaround Time = 1255 milisegundos.
Cliente 46: Turnaround Time = 1277 milisegundos.
Cliente 50: Turnaround Time = 1273 milisegundos.
Cliente 58: Turnaround Time = 1266 milisegundos.
Cliente 54: Turnaround Time = 1271 milisegundos.
Cliente 62: Turnaround Time = 1265 milisegundos.
Cliente 123: Turnaround Time = 1388 milisegundos.
Cliente 38: Turnaround Time = 1289 milisegundos.
Cliente 137: Turnaround Time = 1006 milisegundos.
Cliente 1: Turnaround Time = 1010 milisegundos.
Cliente 131: Turnaround Time = 1013 milisegundos.
Cliente 139: Turnaround Time = 1016 milisegundos.
Cliente 143: Turnaround Time = 1010 milisegundos.
Cliente 147: Turnaround Time = 1011 milisegundos.
Cliente 151: Turnaround Time = 1015 milisegundos.
Cliente 155: Turnaround Time = 1017 milisegundos.
Cliente 127: Turnaround Time = 1032 milisegundos.
Cliente 129: Turnaround Time = 1032 milisegundos.
Cliente 133: Turnaround Time = 1032 milisegundos.
Cliente 135: Turnaround Time = 1033 milisegundos.
Cliente 141: Turnaround Time = 1026 milisegundos.
Cliente 145: Turnaround Time = 1026 milisegundos.
Cliente 149: Turnaround Time = 1026 milisegundos.
Cliente 153: Turnaround Time = 1026 milisegundos.
Cliente 193: Turnaround Time = 1001 milisegundos.
Cliente 189: Turnaround Time = 1001 milisegundos.
Cliente 157: Turnaround Time = 1000 milisegundos.
Cliente 195: Turnaround Time = 1002 milisegundos.
Cliente 187: Turnaround Time = 1004 milisegundos.
Cliente 167: Turnaround Time = 1006 milisegundos.
Cliente 165: Turnaround Time = 1007 milisegundos.
Cliente 169: Turnaround Time = 1009 milisegundos.
Cliente 163: Turnaround Time = 1008 milisegundos.
Cliente 175: Turnaround Time = 1008 milisegundos.
Cliente 171: Turnaround Time = 1008 milisegundos.
Cliente 173: Turnaround Time = 1010 milisegundos.
Cliente 161: Turnaround Time = 1004 milisegundos.
Cliente 179: Turnaround Time = 1007 milisegundos.
Cliente 159: Turnaround Time = 1005 milisegundos.
Cliente 181: Turnaround Time = 1009 milisegundos.
Cliente 177: Turnaround Time = 1016 milisegundos.
Cliente 183: Turnaround Time = 1012 milisegundos.
Cliente 197: Turnaround Time = 1027 milisegundos.
Cliente 185: Turnaround Time = 1041 milisegundos.
Cliente 201: Turnaround Time = 1066 milisegundos.
Cliente 191: Turnaround Time = 1076 milisegundos.
Cliente 211: Turnaround Time = 1068 milisegundos.
Cliente 199: Turnaround Time = 1071 milisegundos.
Cliente 8: Turnaround Time = 1073 milisegundos.
Cliente 4: Turnaround Time = 1073 milisegundos.
Cliente 22: Turnaround Time = 1063 milisegundos.
Cliente 10: Turnaround Time = 1059 milisegundos.
Cliente 14: Turnaround Time = 1073 milisegundos.
Cliente 209: Turnaround Time = 1082 milisegundos.
Cliente 2: Turnaround Time = 1075 milisegundos.
Cliente 205: Turnaround Time = 1087 milisegundos.
Cliente 34: Turnaround Time = 1064 milisegundos.
Cliente 26: Turnaround Time = 1073 milisegundos.
Cliente 30: Turnaround Time = 1072 milisegundos.
Cliente 18: Turnaround Time = 1109 milisegundos.
Cliente 203: Turnaround Time = 1116 milisegundos.
Cliente 207: Turnaround Time = 1116 milisegundos.
Cliente 28: Turnaround Time = 1102 milisegundos.
Cliente 24: Turnaround Time = 1106 milisegundos.
Cliente 36: Turnaround Time = 1100 milisegundos.
Throughput Time: 0.8629234446971022 requisicoes/segundo.
*** Teste de carga com 300 clientes (07/09/2010 23:58:34) ***
*** Nome do servidor testado: MONOSERVER  ***
*** Tipo do servidor testado: MONOTHREAD  ***
*** Serviço testado: SLOW  ***
Cliente 1: Turnaround Time = 2001 milisegundos.
Cliente 2: Turnaround Time = 2001 milisegundos.
Cliente 3: Turnaround Time = 2001 milisegundos.
Cliente 4: Turnaround Time = 2001 milisegundos.
Cliente 5: Turnaround Time = 2001 milisegundos.
Cliente 6: Turnaround Time = 2001 milisegundos.
Cliente 7: Turnaround Time = 2001 milisegundos.
Cliente 8: Turnaround Time = 2001 milisegundos.
Cliente 9: Turnaround Time = 2001 milisegundos.
Cliente 10: Turnaround Time = 2000 milisegundos.
Cliente 11: Turnaround Time = 2001 milisegundos.
Cliente 12: Turnaround Time = 2001 milisegundos.
Cliente 13: Turnaround Time = 2001 milisegundos.
Cliente 14: Turnaround Time = 2005 milisegundos.
Cliente 15: Turnaround Time = 2001 milisegundos.
Cliente 16: Turnaround Time = 2001 milisegundos.
Cliente 17: Turnaround Time = 2001 milisegundos.
Cliente 18: Turnaround Time = 2001 milisegundos.
Cliente 19: Turnaround Time = 2001 milisegundos.
Cliente 20: Turnaround Time = 2000 milisegundos.
Cliente 21: Turnaround Time = 2001 milisegundos.
Cliente 22: Turnaround Time = 2001 milisegundos.
Cliente 23: Turnaround Time = 2001 milisegundos.
Cliente 24: Turnaround Time = 2001 milisegundos.
Cliente 25: Turnaround Time = 2001 milisegundos.
Cliente 26: Turnaround Time = 2000 milisegundos.
Cliente 27: Turnaround Time = 2000 milisegundos.
Cliente 28: Turnaround Time = 2000 milisegundos.
Cliente 29: Turnaround Time = 2000 milisegundos.
Cliente 30: Turnaround Time = 2001 milisegundos.
Cliente 31: Turnaround Time = 2000 milisegundos.
Cliente 32: Turnaround Time = 2000 milisegundos.
Cliente 33: Turnaround Time = 2001 milisegundos.
Cliente 34: Turnaround Time = 2001 milisegundos.
Cliente 35: Turnaround Time = 2001 milisegundos.
Cliente 36: Turnaround Time = 2002 milisegundos.
Cliente 37: Turnaround Time = 2001 milisegundos.
Cliente 38: Turnaround Time = 2001 milisegundos.
Cliente 39: Turnaround Time = 2001 milisegundos.
Cliente 40: Turnaround Time = 2001 milisegundos.
Cliente 41: Turnaround Time = 2000 milisegundos.
Cliente 42: Turnaround Time = 2001 milisegundos.
Cliente 43: Turnaround Time = 2000 milisegundos.
Cliente 44: Turnaround Time = 2001 milisegundos.
Cliente 45: Turnaround Time = 2001 milisegundos.
Cliente 46: Turnaround Time = 2000 milisegundos.
Cliente 47: Turnaround Time = 2001 milisegundos.
Cliente 48: Turnaround Time = 2001 milisegundos.
Cliente 49: Turnaround Time = 2003 milisegundos.
Cliente 50: Turnaround Time = 2001 milisegundos.
Cliente 51: Turnaround Time = 2000 milisegundos.
Cliente 52: Turnaround Time = 2001 milisegundos.
Cliente 53: Turnaround Time = 2001 milisegundos.
Cliente 54: Turnaround Time = 2001 milisegundos.
Cliente 55: Turnaround Time = 2001 milisegundos.
Cliente 56: Turnaround Time = 2001 milisegundos.
Cliente 57: Turnaround Time = 2001 milisegundos.
Cliente 58: Turnaround Time = 2001 milisegundos.
Cliente 59: Turnaround Time = 2001 milisegundos.
Cliente 60: Turnaround Time = 2001 milisegundos.
Cliente 61: Turnaround Time = 2001 milisegundos.
Cliente 62: Turnaround Time = 2000 milisegundos.
Cliente 63: Turnaround Time = 2001 milisegundos.
Cliente 64: Turnaround Time = 2001 milisegundos.
Cliente 65: Turnaround Time = 2001 milisegundos.
Cliente 66: Turnaround Time = 2001 milisegundos.
Cliente 67: Turnaround Time = 2000 milisegundos.
Cliente 68: Turnaround Time = 2001 milisegundos.
Cliente 69: Turnaround Time = 2000 milisegundos.
Cliente 70: Turnaround Time = 2001 milisegundos.
Cliente 71: Turnaround Time = 2001 milisegundos.
Cliente 72: Turnaround Time = 2001 milisegundos.
Cliente 73: Turnaround Time = 2001 milisegundos.
Cliente 74: Turnaround Time = 2001 milisegundos.
Cliente 75: Turnaround Time = 2001 milisegundos.
Cliente 76: Turnaround Time = 2001 milisegundos.
Cliente 77: Turnaround Time = 2014 milisegundos.
Cliente 78: Turnaround Time = 2001 milisegundos.
Cliente 79: Turnaround Time = 2001 milisegundos.
Cliente 80: Turnaround Time = 2003 milisegundos.
Cliente 81: Turnaround Time = 2001 milisegundos.
Cliente 82: Turnaround Time = 2001 milisegundos.
Cliente 83: Turnaround Time = 2001 milisegundos.
Cliente 84: Turnaround Time = 2001 milisegundos.
Cliente 85: Turnaround Time = 2001 milisegundos.
Cliente 86: Turnaround Time = 2001 milisegundos.
Cliente 87: Turnaround Time = 2001 milisegundos.
Cliente 88: Turnaround Time = 2001 milisegundos.
Cliente 89: Turnaround Time = 2001 milisegundos.
Cliente 90: Turnaround Time = 2001 milisegundos.
Cliente 91: Turnaround Time = 2000 milisegundos.
Cliente 92: Turnaround Time = 2000 milisegundos.
Cliente 93: Turnaround Time = 2001 milisegundos.
Cliente 94: Turnaround Time = 2002 milisegundos.
Cliente 95: Turnaround Time = 2001 milisegundos.
Cliente 96: Turnaround Time = 2001 milisegundos.
Cliente 97: Turnaround Time = 2001 milisegundos.
Cliente 98: Turnaround Time = 2000 milisegundos.
Cliente 99: Turnaround Time = 2000 milisegundos.
Cliente 100: Turnaround Time = 2000 milisegundos.
Cliente 101: Turnaround Time = 2001 milisegundos.
Cliente 102: Turnaround Time = 2001 milisegundos.
Cliente 103: Turnaround Time = 2001 milisegundos.
Cliente 104: Turnaround Time = 2000 milisegundos.
Cliente 105: Turnaround Time = 2000 milisegundos.
Cliente 106: Turnaround Time = 2001 milisegundos.
Cliente 107: Turnaround Time = 2001 milisegundos.
Cliente 108: Turnaround Time = 2001 milisegundos.
Cliente 109: Turnaround Time = 2000 milisegundos.
Cliente 110: Turnaround Time = 2001 milisegundos.
Cliente 111: Turnaround Time = 2000 milisegundos.
Cliente 112: Turnaround Time = 2001 milisegundos.
Cliente 113: Turnaround Time = 2001 milisegundos.
Cliente 114: Turnaround Time = 2001 milisegundos.
Cliente 115: Turnaround Time = 2001 milisegundos.
Cliente 116: Turnaround Time = 2001 milisegundos.
Cliente 117: Turnaround Time = 2001 milisegundos.
Cliente 118: Turnaround Time = 2001 milisegundos.
Cliente 119: Turnaround Time = 2001 milisegundos.
Cliente 120: Turnaround Time = 2001 milisegundos.
Cliente 121: Turnaround Time = 2001 milisegundos.
Cliente 122: Turnaround Time = 2001 milisegundos.
Cliente 123: Turnaround Time = 2000 milisegundos.
Cliente 124: Turnaround Time = 2001 milisegundos.
Cliente 125: Turnaround Time = 2000 milisegundos.
Cliente 126: Turnaround Time = 2001 milisegundos.
Cliente 127: Turnaround Time = 2001 milisegundos.
Cliente 128: Turnaround Time = 2000 milisegundos.
Cliente 129: Turnaround Time = 2001 milisegundos.
Cliente 130: Turnaround Time = 2001 milisegundos.
Cliente 131: Turnaround Time = 2000 milisegundos.
Cliente 132: Turnaround Time = 2001 milisegundos.
Cliente 133: Turnaround Time = 2000 milisegundos.
Cliente 134: Turnaround Time = 2000 milisegundos.
Cliente 135: Turnaround Time = 2000 milisegundos.
Cliente 136: Turnaround Time = 2001 milisegundos.
Cliente 137: Turnaround Time = 2001 milisegundos.
Cliente 138: Turnaround Time = 2000 milisegundos.
Cliente 139: Turnaround Time = 2002 milisegundos.
Cliente 140: Turnaround Time = 2000 milisegundos.
Cliente 141: Turnaround Time = 2000 milisegundos.
Cliente 142: Turnaround Time = 2001 milisegundos.
Cliente 143: Turnaround Time = 2001 milisegundos.
Cliente 144: Turnaround Time = 2001 milisegundos.
Cliente 145: Turnaround Time = 2000 milisegundos.
Cliente 146: Turnaround Time = 2001 milisegundos.
Cliente 147: Turnaround Time = 2001 milisegundos.
Cliente 148: Turnaround Time = 2001 milisegundos.
Cliente 149: Turnaround Time = 2001 milisegundos.
Cliente 150: Turnaround Time = 2001 milisegundos.
Cliente 151: Turnaround Time = 2000 milisegundos.
Cliente 152: Turnaround Time = 2001 milisegundos.
Cliente 153: Turnaround Time = 2000 milisegundos.
Cliente 154: Turnaround Time = 2001 milisegundos.
Cliente 155: Turnaround Time = 2001 milisegundos.
Cliente 156: Turnaround Time = 2001 milisegundos.
Cliente 157: Turnaround Time = 2001 milisegundos.
Cliente 158: Turnaround Time = 2001 milisegundos.
Cliente 159: Turnaround Time = 2000 milisegundos.
Cliente 160: Turnaround Time = 2001 milisegundos.
Cliente 161: Turnaround Time = 2000 milisegundos.
Cliente 162: Turnaround Time = 2000 milisegundos.
Cliente 163: Turnaround Time = 2001 milisegundos.
Cliente 164: Turnaround Time = 2001 milisegundos.
Cliente 165: Turnaround Time = 2002 milisegundos.
Cliente 166: Turnaround Time = 2002 milisegundos.
Cliente 167: Turnaround Time = 2000 milisegundos.
Cliente 168: Turnaround Time = 2001 milisegundos.
Cliente 169: Turnaround Time = 2000 milisegundos.
Cliente 170: Turnaround Time = 2001 milisegundos.
Cliente 171: Turnaround Time = 2001 milisegundos.
Cliente 172: Turnaround Time = 2001 milisegundos.
Cliente 173: Turnaround Time = 2001 milisegundos.
Cliente 174: Turnaround Time = 2002 milisegundos.
Cliente 175: Turnaround Time = 2000 milisegundos.
Cliente 176: Turnaround Time = 2000 milisegundos.
Cliente 177: Turnaround Time = 2000 milisegundos.
Cliente 178: Turnaround Time = 2001 milisegundos.
Cliente 179: Turnaround Time = 2000 milisegundos.
Cliente 180: Turnaround Time = 2001 milisegundos.
Cliente 181: Turnaround Time = 2001 milisegundos.
Cliente 182: Turnaround Time = 2001 milisegundos.
Cliente 183: Turnaround Time = 2000 milisegundos.
Cliente 184: Turnaround Time = 2001 milisegundos.
Cliente 185: Turnaround Time = 2001 milisegundos.
Cliente 186: Turnaround Time = 2001 milisegundos.
Cliente 187: Turnaround Time = 2000 milisegundos.
Cliente 188: Turnaround Time = 2003 milisegundos.
Cliente 189: Turnaround Time = 2000 milisegundos.
Cliente 190: Turnaround Time = 2001 milisegundos.
Cliente 191: Turnaround Time = 2001 milisegundos.
Cliente 192: Turnaround Time = 2001 milisegundos.
Cliente 193: Turnaround Time = 2001 milisegundos.
Cliente 194: Turnaround Time = 2001 milisegundos.
Cliente 195: Turnaround Time = 2001 milisegundos.
Cliente 196: Turnaround Time = 2000 milisegundos.
Cliente 197: Turnaround Time = 2001 milisegundos.
Cliente 198: Turnaround Time = 2001 milisegundos.
Cliente 199: Turnaround Time = 2000 milisegundos.
Cliente 200: Turnaround Time = 2001 milisegundos.
Cliente 201: Turnaround Time = 2000 milisegundos.
Cliente 202: Turnaround Time = 2001 milisegundos.
Cliente 203: Turnaround Time = 2000 milisegundos.
Cliente 204: Turnaround Time = 2001 milisegundos.
Cliente 205: Turnaround Time = 2000 milisegundos.
Cliente 206: Turnaround Time = 2001 milisegundos.
Cliente 207: Turnaround Time = 2001 milisegundos.
Cliente 208: Turnaround Time = 2000 milisegundos.
Cliente 209: Turnaround Time = 2001 milisegundos.
Cliente 210: Turnaround Time = 2000 milisegundos.
Cliente 211: Turnaround Time = 2001 milisegundos.
Cliente 212: Turnaround Time = 2001 milisegundos.
Cliente 213: Turnaround Time = 2001 milisegundos.
Cliente 214: Turnaround Time = 2001 milisegundos.
Cliente 215: Turnaround Time = 2001 milisegundos.
Cliente 216: Turnaround Time = 2000 milisegundos.
Cliente 217: Turnaround Time = 2001 milisegundos.
Cliente 218: Turnaround Time = 2001 milisegundos.
Cliente 219: Turnaround Time = 2001 milisegundos.
Cliente 220: Turnaround Time = 2001 milisegundos.
Cliente 221: Turnaround Time = 2000 milisegundos.
Cliente 222: Turnaround Time = 2001 milisegundos.
Cliente 223: Turnaround Time = 2000 milisegundos.
Cliente 224: Turnaround Time = 2001 milisegundos.
Cliente 225: Turnaround Time = 2001 milisegundos.
